,Nom,Artiste,Genre,Annee,Paroles
1424,Warwick Avenue,Duffy,pop,2008,[Verse 1]   When I get to Warwick Avenue   Meet me by the entrance of the tube      We can talk things over a little time   Promise me you won't step out of line   When I get to Warwick Avenue   Please   drop the past and be true   Don't think we're okay just because I'm here   You hurt me bad   but I won't shed a tear      [Chorus]   I'm leaving you for the last time   baby   You think you're loving   but you don't love me   I've been confused   out of my mind lately   You think you're loving   but I want to be free   Baby   you've hurt me      [Verse 2]   When I get to Warwick Avenue   We'll spend an hour   but no more than two   Our only chance to speak once more   I showed you the answers   now here's the door      When I get to Warwick Avenue   I'll tell you   baby   that we're through      [Chorus]   I'm leaving you for the last time   baby   You think you're loving   but you don't love me   I've been confused   out of my mind lately   You think you're loving but you don't love me   I want to be free   baby   you've hurt me
1425,Tattoo,Jordin Sparks,pop,2008,[Intro]   Oh   oh   oh      [Verse 1]   No matter what you say about love   I keep coming back for more   Keep my hand in the fire   Sooner or later   I get what I'm askin' for      No matter what you say about life   I learn every time I bleed   The truth is a stranger   soul is in danger   I gotta let my spirit be free         [Pre-Chorus]   To admit that I'm wrong   And then change my mind   Sorry   but I have to move on   And leave you behind         [Chorus]   I can't waste time   so give it a moment   I realize nothing's broken   No need to worry 'bout everything I've done   Live every second like it was my last one      Don't look back at a new direction   I loved you once   needed protection   You're still a part of everything I do   You're on my heart just like a tattoo   Just like a tattoo   I'll always have you (I'll always have you)   (I'll always have you)
1426,Crush,David Archuleta,pop,2008,[Intro]   Ooh   whoa   whoa   Oh   oh      [Verse 1]   I hung up the phone tonight   Something happened for the first time   Deep inside   it was a rush   what a rush (What a rush   rush)      'Cause the possibility   That you would ever feel the same way about me   Just too much   just too much (Just too much)         [Pre-Chorus]   Why do I keep running from the truth?      All I ever think about is you   You got me hypnotized   so mesmerized   And I just got to know         [Chorus]   Do you ever think when you're all alone   All that we can be   where this thing can go?   Am I crazy or falling in love?   Is it real or just another crush?   Do you catch a breath when I look at you?   Are you holding back like the way you do?   'Cause I've tried and tried to walk away   But I know this crush ain't going away   Yeah   yeah   yeah   yeah   Going away   Yeah   yeah   yeah   yeah
1427,Love Song,Sara Bareilles,pop,2008,[Verse 1]   Head underwater and they tell me   To breathe easy for a while   The breathing gets harder   even I know that   Made room for me   it's too soon to see   If I'm happy in your hands      I'm unusually hard to hold on to      [Pre-Chorus]   Blank stares at blank pages      No easy way to say this   You mean well   but you make this hard on me         [Chorus]   I'm not gonna write you a love song   'Cause you asked for it   'cause you need one   You see   I'm not gonna write you a love song   'Cause you tell me it's make or break in this      If you're on your way   I'm not gonna write you to stay   If all you have is leavin'   I'ma need a better reason   To write you a love song today      (Yeah) Today   yeah      [Verse 2]   I learned the hard way that they all say   Things you wanna hear      And my heavy heart sinks deep down under you   And your twisted words   your help just hurts   You are not what I thought you were   Hello to high and dry
1428,Cookie Jar (feat. The-Dream),Gym Class Heroes,pop,2008,[Intro]   [The-Dream]   Radiokilla      [Travie McCoy]   You know what it is   Gym Class Heroes   The-Dream   It’s hard to look innocent when I got cookie crumbs all over my face      [Hook: The-Dream & Travie McCoy]   I like girls   They like me   They look so cute in their 7 Jeans      Want you to be the one   And my only   I want to be faithful   But I can't keep my hands out the cookie jar      My hands   my hands   my haha... my hands   Can't keep my hands   my hands   my ha... my   Can't keep my hands   my hands   my ha... my   Can't keep my hands   my hands   my hands out the cookie jar      [Verse 1: Travie McCoy]   You see I got this problem   I need help trying to solve it   'Cuz meeting after meeting   And I'm still a cookie-holic      You can hide 'em   I'ma find 'em   On the counter   in the closet   And I'll say I ain't do it   With my face covered in chocolate   My girl be setting booby traps   To catch me eating Scooby Snacks      I left crumbs in the bed once   But I told her I was through with that   She still don't be believing me   And I guess that I'm cool with that   But I got a sweet tooth   That'll never come loose   And the truth of the matter is
1429,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,pop,2008,Unknown
1430,Damaged,Danity Kane,pop,2008,[Verse 1: Shannon & D. Woods]   Do   do you got a first aid kit handy   Do   do you know how to patch up a wound   tell me   A-a-a-are you   are you patient   understanding   'Cause I might need some time to clear the hole in my heart and I   (I tried every remedy and nothing seems to work for me)   Baby (Baby)   this situation's drivin' me   Crazy (Crazy) and I really wanna be your   Lady (Lady)   but the one before you left me so      [Chorus: All   D. Woods]   Damaged (Damaged)   damaged (Damaged)   I thought that I should let you know that my heart is   Damaged (Damaged)   so damaged (So damaged)   And you can blame the one before   So   how you gonna fix it   fix it   fix it (Baby   I gotta know)   How you gonna fix it   fix it   fix it (What are you gonna do   baby)   How you gonna fix it   fix it   fix it (Baby   I gotta know)   How you gonna fix it   fix it   fix it (What are you gonna do)      [Verse 2: Aundrea & Aubrey]   Do   do you got a first aid kit handy   Do   do you know how to patch up a wound   tell me   A-a-a-are you   are you patient   understanding   'Cause I might need some time to clear the hole in my heart and I   You try to gain my trust   talking is not enough   Actions speak louder than words   you gotta show me something   My heart is missing some pieces   I need this puzzle put together again
1431,Love Lockdown,Kanye West,rap,2008,"[Verse 1]   I'm not loving you   way I wanted to   What I had to do   had to run from you   I'm in love with you   but the vibe is wrong   And that haunted me   all the way home   So you never know   never   never know   Never know enough   'til it's over love   'Til we lose control   system overload   Screaming   ""No   no   no   n-nooo!""      I'm not loving you   way I wanted to   See   I wanna move   but can't escape from you   So I keep it low   keep a secret code   So everybody else don't have to know         [Chorus]   So keep your love lockdown   your love lockdown   Keeping your love lockdown   your love lockdown   Now keep your love lockdown   your love lockdown   Now keep your love lockdown   you lose         [Verse 2]   I'm not loving you   way I wanted to   I can't keep my cool   so I keep it true   I got something to lose   so I gotta move   I can't keep myself and still keep you too      So I keep in mind   when I'm on my own   Somewhere far from home   in the danger zone   How many times did I tell you 'fore it finally got through?   You lose   you lose   I'm not loving you   way I wanted to   See I had to go   see I had to move   No more wasting time   you can't wait for life   We're just racin' time   where's the finish line?"
1432,One Step At a Time,Jordin Sparks,pop,2008,[Verse 1]   Hurry up and wait   So close   but so far away   Everything   That you've always dreamed of   Close enough for you to taste   but you just can't touch      [Pre-Chorus]   You wanna show the world   but no one knows your name yet   (No one knows your name yet)   Wonder when and where and how you're gonna make it   You know you can if you get the chance   In your face   and the door keeps slamming   Now you're feeling more and more frustrated (Frustrated)   And you're getting all kind of impatient (Impatient)   Waitin' (Waitin')      [Chorus]   We live and we learn   To take one step at a time   There's no need to rush   It's like learning to fly   Or falling in love (Just falling in love)   It's gonna happen when it's supposed to happen   Then we find the reasons why   One step at a time
1433,Wearing My Rolex - Radio Edit,Wiley,hip hop,2008,[Chorus: Wiley]   What would we do?   Usually drink   usually dance   usually bubble      All I want to do is tell you I love you   That's when I start promising the world   To a brand new girl I don't even know yet   Next thing she's wearing my Rolex   What would we do?   Usually drink   usually dance   usually bubble      All I want to do is tell you I love you   All I want to do is tell you I love you      [Verse 1: Wiley]   That's when I start promising the world   To a brand new girl I don't even know yet   Next thing she's wearing my Rolex   Too much champs don't know where my phone is      Here's my number   she already knows it      This chapter's a lot   better close it      Just the look in her eye was so evil   Wiley's a party guy and she knows it         [Chorus: Wiley]   What would we do?   Usually drink   usually dance   usually bubble      All I want to do is tell you I love you   That's when I start promising the world   To a brand new girl I don't even know yet   Next thing she's wearing my Rolex   What would we do?   Usually drink   usually dance   usually bubble      All I want to do is tell you I love you   All I want to do is tell you I love you
1434,Dance Wiv Me - Radio Edit,Dizzee Rascal,house,2008,[Intro: Chrome]   Oh   oh   Ooh   baby   Come and dance with me      [Verse 1: Dizzee Rascal]   What's up   darlin'?      I been keeping my eye on your movement   I can't see no room for improvement   Why you all over there on your Jack Jones?      You need to let me get behind your backbone   'Cause I'm the man for the job   let me work it   I won't waste no time   I'll make it worth it   One hundred percent   I'll make it perfect   You got a body to die for   let me merk it      Now it's murder on the dance floor      I wanna take this further than the dance floor   I ain't forceful but I'm still hardcore   You're gonna give me everything I ask for   It's not a long ting   you're the boom ting      Maybe more than a hotel room ting   I'll never know if I just walk past   I really wanna dance   so I guess I'll just ask      [Pre-Chorus: Chrome & Dizzee Rascal]   She ain't no ho      Look at those thighs   it's in her eyes   she's good to go   She can satisfy my mind   body and soul   Come and dance with me   come and dance with me   Come and dance with me   come dance with me   I see you glance at me   that's why I'm asking   B   So let's party   B   come and dance with me
1435,Got Money,Lil Wayne,hip hop,2008,"[Intro: Lil Wayne & T-Pain]   Pl-Pl-Play-N—Play-N—Play-N-Skillz!   Yeah   yeah!   I need a Winn-Dixie grocery bag full of money (Woo! Uh-huh!)      Right now to the VIP section (Woo   yeah!)   You got Young Mula in the house tonight   baby (Yeah!)   Yeah   Haha   yeah (Uh-huh!)   Young (ay-hey)   Young   Young   Young   Young Mula baby!      [Chorus: T-Pain]   If you got money (Yeah) and you know it (Yeah)   Take it out your pocket and show it; then   throw it   like (Fly!)   This-a-way (Fly!)   that-a-way (Fly!)   This-a-way (Fly!)   that-a-way   If you getting mugged from everybody you see      Then hang over the wall of the VIP like (Fly!)   This-a-way (Fly!)   that-a-way (Fly!)   This-a-way (Fly!) that-a-way (Yeah   uh-huh   alright   alright)         [Verse 1: Lil Wayne]   Now   I was bouncing through the club   She love the way I Diddy-bop   I see her boyfriend hatin' like a city cop      Now   I ain't never been a chicken but my fifty cocked      Say   I ain't never been a chicken   but my semi cocked   Now   where your bar at? I'm tryna rent it out   And we so 'bout it-'bout it   now what are you about?      DJ show me love   he say my name when the music stop   ""Young Money   Lil Wayne  "" then the music drop   I make it snow   I make it flurry   I make it all back tomorrow   don't worry   Yeah   young Wayne on them hoes   A.K.A Mr. Make-It-Rain-On-Them-Hoes—Young Money!"
1436,What's It Gonna Be (feat. Platnum),"H ""two"" O",rock,2008,Unknown
1437,Skinny Love,Bon Iver,indie,2008,[Verse 1]   Come on   skinny love   just last the year      Pour a little salt   we were never here      My my my   my my my   my my      Staring at the sink of blood and crushed veneer      I tell my love to wreck it all   Cut out all the ropes and let me fall   My my my   my my my   my my      Right in this moment   this order's tall         [Chorus]   And I told you to be patient   And I told you to be fine   And I told you to be balanced   And I told you to be kind      And in the morning I'll be with you   But it will be a different kind      And I'll be holding all the tickets   And you'll be owning all the fines         [Verse 2]   Come on   skinny love   what happened here?      Suckle on the hope in light brassieres      My my my   my my my   my my      Sullen load is full   so slow on the split
1438,Heartbreaker,will.i.am,pop,2008,Unknown
1439,Closer,Ne-Yo,pop,2008,[Intro]   Closer   Closer   Closer   Closer      [Verse 1]   Turn the lights off in this place   And she shines just like a star   And I swear I know her face   I just don't know who you are   Turn the music up in here   I still hear her loud and clear   Like she's right there in my ear   Telling me that she wants to own me   To control me      [Pre-Hook]   Come closer   Come closer      [Hook]   And I just can't pull myself away   Under her spell I can't break   I just can't stop   I just can't stop   I just can't stop   I just can't stop   And I just can't bring myself no way   But I don't want to escape   I just can't stop   I just can't stop   I just can't stop   I just can't stop
1440,Dangerous,Kardinal Offishall,hip hop,2008,[Hook: Akon]   Girl   I can't notice but to   Notice you   noticin' me   From across the room   I can see it   And can't stop myself from lookin'   And noticin' you   noticin' me      Watch out   I've seen her type before   That girl is so dangerous   That girl is so dangerous   That girl is a bad girl   I've seen her type before   She's so dangerous   That girl is so dangerous   That girl is a bad girl   yeah      [Verse 1: Kardinal Offishall]   Whoah! And yeah   that's her   The big dog tryin' to get her little kitty to purr   Ex-man lookin' at me like I'm Lucifer   'Cause he knows how I deal with the case   yes sir!      If I was the last man on Earth   I would only take that girl   end of search      She give a new definition to the word curve   Got chicks in the strip club envyin' her   Body's like weapons of mass eruptions   Sit her glass on that fat obstruction   Tongue game give a new type seduction   I'm tryin' to give that girl somethin'   jah!
1441,American Boy,Estelle,pop,2008,"[Intro: Kanye West & Estelle]   This a number one champion sound (Yeah)      Yeah   Estelle   we 'bout to get down (Get down)   Who the hottest in the world right now? (Uh)   Just touched down in London town (Uh)      Bet they give me a pound (Uh)   Tell 'em put the money in my hand right now (Yes)      Tell the promoter we need more seats   We just sold out all the floor seats         [Chorus 1: Estelle]   Take me on a trip   I'd like to go some day   Take me to New York   I'd love to see LA   I really want to come kick it with you   You'll be my American boy         [Verse 1: Estelle]   He said   ""Hey   sister   it's really   really nice to meet ya""   I just met this 5-foot-7 guy who's just my type      Like the way he's speakin'   his confidence is peakin'   Don't like his baggy jeans but I might like what's underneath them      And   no   I ain't been to MIA      I heard that Cali never rains   and New York's wide awake      First let's see the West End   I'll show you to my bredrin      I'm likin' this American boy   American boy"
1442,Say,John Mayer,pop,2008,[Verse 1]   Take all of your wasted honor   Every little past frustration   Take all of your so-called problems   Better put 'em in quotations      [Chorus]   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say         [Verse 2]   Walking like a one man army      Fighting with the shadows in your head   Living out the same old moment      Knowing you'd be better off instead   If you could only         [Chorus]   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say   Say what you need to say
1443,A Milli,Lil Wayne,hip hop,2008,"[Intro]   Bangladesh   Young Money!   You dig?   Mack   I'm going in         [Verse 1]   A millionaire   I'm a Young Money millionaire   Tougher than Nigerian hair      My criteria compared to your career just isn't fair   I'm a venereal disease   like a menstrual bleed   Through the pencil   and leak on the sheet of the tablet in my mind      'Cause I don't write shit   'cause I ain't got time   'Cause my seconds   minutes   hours go to the almighty dollar   And the almighty power of that ch-cha-cha-cha-chopper   Sister   brother   son   daughter   father; mother-fuck a copper      Got the Maserati dancin' on the bridge   pussy poppin'   Tell the coppers: ""Ha-ha-ha-ha   You can't catch him   you can't stop him""      I go by them goon rules: if you can't beat 'em   then you pop 'em   You can't man 'em   then you mop 'em   You can't stand 'em   then you drop 'em   You pop 'em 'cause we pop 'em like Orville Redenbacher         [Chorus]   Motherfucker   I'm ill"
1444,Sensual Seduction,Snoop Dogg,hip hop,2008,[Refrain]   I'm gonna take my time   She gon' get hers before I   I'm gonna take it slow   I'm not gonna rush the stroke      [Chorus]   So she can get a sensual seduction   So I can get a sensual seduction   So we can get a sensual seduction   Sensual seduction   whoa whoa      [Verse 1]   She might be with him but she's thinking 'bout me   me   me   We don't go to the mall   we don't go out to eat   eat   eat   All that we ever do is play in the sheets   sheets   sheets      Smoke us a cigarette   then go back to sleep   sleep   sleep      'Cause we done got a      [Chorus]   Sensual seduction   Sensual seduction   whoa whoa   Sensual seduction   Sensual seduction   whoa      [Refrain]   I'm gonna take my time   She gon' get hers before I   I'm gonna take it slow   I'm not gonna rush the stroke
1445,Can't Help but Wait,Trey Songz,pop,2008,Unknown
1446,Kiss Kiss (feat. T-Pain),Chris Brown,pop,2008,[Intro: T-Pain   Caller]   Yo   this is Nappy Boy Radio live   With your boy T-Pain   we love rap music   Listen   uh   we got a caller on line one   Caller   what's your problem?   Hello   I'm on the radio with T-Pain!   How's it going? Yeah   It ain't going good   my girl ain't doing her things she used to do   at all   I got just what you need   brand new Chris Brown   T-Pain (Okay)   You heard it here first   Nappy Boy Radio   we   love   you   What them boys gon' do for me? Aw      [Chorus: T-Pain   Chris Brown]   Hey   she want that lovey-dovey   lovey-dovey   That kiss kiss   kiss kiss   In her mind she fantasize 'bout getting with me   They hating on me   hating on me   They wanna diss diss   diss this   Because she mine and so fine   thick as can be   Hey   she want that lovey-dovey   lovey-dovey   That kiss kiss   kiss kiss   In her mind she fantasize 'bout getting with me   They hating on me   hating on me   They wanna diss this   diss this   Because she mine and so fine   thick as can be
1447,Leavin',Jesse McCartney,pop,2008,Unknown
1448,Suffocate - Superclean,J. Holiday,house,2008,Unknown
1449,Bubbly,Colbie Caillat,pop,2008,[Intro]   Will you count me in?         [Verse 1]   I've been awake for a while now   You've got me feeling like a child now   'Cause every time I see your bubbly face   I get the tingles in a silly place         [Chorus]   It starts in my toes and I crinkle my nose      Wherever it goes   I always know   That you make me smile   please stay for a while now   Just take your time   wherever you go      [Verse 2]   The rain is fallin' on my window pane   But we are hidin' in a safer place   Under covers   stayin' dry and warm      You give me feelings that I adore      [Chorus]   They start in my toes   make me crinkle my nose   Wherever it goes   I always know   That you make me smile   please stay for a while now   Just take your time   wherever you go
1450,Bleeding Love,Leona Lewis,pop,2007,[Intro]   Hey      [Verse 1]      Closed off from love   I didn't need the pain   Once or twice was enough and it was all in vain   Time starts to pass   before you know it you're frozen   ooh   But somethin' happened for the very first time with you   My heart melted to the ground   found somethin' true   And everyone's lookin' 'round thinkin' I'm going crazy   Ooh   yeah      [Pre-Chorus]   But I don't care what they say   I'm in love with you   They try to pull me away   but they don't know the truth   My heart's crippled by the vein that I keep on closin'      You cut me open and I      [Chorus]   Keep bleedin'   Keep   keep bleeding love   I keep bleedin'   I keep   keep bleeding love   Keep bleedin'   Keep   keep bleeding love   You cut me open
1451,Umbrella,Rihanna,pop,2007,"[Intro: JAY-Z]      Uh-huh   uh-huh (Yeah   Rihanna)   Uh-huh   uh-huh (Good Girl Gone Bad)   Uh-huh   uh-huh (Take three   action)   Uh-huh   uh-huh (Hov)      [Verse 1: JAY-Z & Rihanna]   No clouds in my stones      Let it rain   I hydroplane in the bank      Comin' down with the Dow Jones   (Ayy   ayy   ayy)   When the clouds come   we go   we Roc-A-Fella (Ayy-ayy-ayy   ayy)      We fly higher than weather      in G5's or better      You know me (You know me)   In anticipation for precipitation   stack chips for the rainy day      Jay   Rain Man is back (Ayy-ayy-ayy   ayy)      With Little Miss Sunshine      Rihanna   where you at? (Ayy-ayy-ayy   ayy)      [Verse 2: Rihanna]      You have my heart   and we'll never be worlds apart   May be in magazines but you'll still be my star      Baby   'cause in the dark   you can't see shiny cars   And that's when you need me there   With you   I'll always share because         [Chorus: Rihanna]   When the sun shine   we shine together   Told you I'll be here forever   Said ""I'll always be your friend""   Took an oath   I'ma stick it out 'til the end   Now that it's rainin' more than ever   Know that we'll still have each other   You can stand under my umbrella   You can stand under my umbrella   Ella-ella   ayy   ayy   ayy   Under my umbrella   Ella-ella   ayy   ayy   ayy   Under my umbrella   Ella-ella   ayy   ayy   ayy   Under my umbrella   Ella-ella   ayy   ayy   ayy   ayy   ayy   ayy"
1452,The Pretender,Foo Fighters,metal,2007,[Intro]      Keep you in the dark   you know they all pretend      Keep you in the dark and so it all began         [Verse 1]   Send in your skeletons   Sing as their bones go marching in again      The need you buried deep      The secrets that you keep are at the ready   Are you ready?      I'm finished making sense   Done pleading ignorance   that whole defense      Spinning infinity   boy   The wheel is spinning me   it's never ending   never ending   Same old story         [Chorus]   What if I say I'm not like the others?   What if I say I'm not just another one of your plays?   You're the pretender   What if I say I will never surrender?   What if I say I'm not like the others?   What if I say I'm not just another one of your plays?   You're the pretender   What if I say that I'll never surrender?
1453,Big Girls Don't Cry (Personal),Fergie,pop,2007,Unknown
1454,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,pop,2007,[Pre-Chorus: Amy Winehouse]   Well   sometimes   I go out by myself   And I look across the water   And I think of all the things   what you're doin'   And in my head   I paint a picture      [Chorus: Amy Winehouse]   'Cause since I've come home   Well   my body's been a mess   And I miss your ginger hair      And the way you like to dress   Won't you come on over?   Stop makin' a fool   out of me   Why don't you come on over   Valerie      [Post-Chorus]   Valerie   Valerie   Valerie      [Verse: Amy Winehouse]   Did you have to go to jail?   Put your house on up for sale?   Did you get a good lawyer?   Hope you didn't catch a ten   Hope you found the right man who'll fix it for ya   Are you shoppin' anywhere?   Change the colour of your hair?   Are you busy?   And did you have to pay that fine   You was dodging all the time?   Are you still busy?
1455,Hey There Delilah,Plain White T's,pop,2007,Unknown
1456,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,pop,2007,Unknown
1457,The Sweet Escape,Gwen Stefani,pop,2007,[Intro: Akon]   Konvict   Konvict   Konvict   Woo-hoo   yee-hoo   Woo-hoo   yee-hoo   Woo-hoo   yee-hoo   Woo-hoo   yee-hoo      [Verse 1: Gwen Stefani]   If I could escape   I would   But first of all   let me say   I must apologize for acting stank and treating you this way   'Cause I've been acting like sour milk all on the floor   It's your fault   you didn't shut the refrigerator   Maybe that's the reason I've been acting so cold         [Chorus: Gwen Stefani]   If I could escape (Escape)   And recreate a place that's my own world (Own world)   And I could be your favorite girl (Forever)   perfectly together   And tell me boy   now wouldn't that be sweet? (Sweet escape)   If I could be sweet (Be sweet)   I know I've been a real bad girl (I'll try to change)   I didn't mean for you to get hurt (Whatsoever)   We can make it better   And tell me   boy   now   wouldn't that be sweet? (Sweet escape   sweet escape)
1458,What I've Done,Linkin Park,metal,2007,Unknown
1459,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,pop,2007,Unknown
1460,Ruby,Kaiser Chiefs,rock,2007,[Verse 1]   Let it never be said   The romance is dead   Cause there's so little else   Occupying my head   There is nothing I need   Except the function to breathe   But I'm not really fussed   Doesn't matter to me         [Chorus]   Ruby   Ruby   Ruby   Ruby   Do you   do you   do you   do you   Know what you're doing   doing   to me?   Ruby   Ruby   Ruby   Ruby         [Verse 2]   Due to lack of interest   Tomorrow is canceled   Let the clocks be reset   And the pendulums held   'Cause there's nothing at all   Except the space in-between   Finding out what you're called   And repeating your name
1461,Fake It,Seether,metal,2007,[Verse 1]   Who's to know if your soul will fade at all?   The one you sold to fool the world   You lost your self esteem along the way   yeah      [Pre-Chorus]   Good God   you're coming up with reasons   Good God   you're dragging it out   And good God   it's the changing of the seasons      I feel so raped   so follow me down and just      [Chorus]   Fake it if you're out of direction   Fake it if you don't belong here   Fake it if you feel like infection   Whoa   you're such a fucking hypocrite      [Verse 2]   You should know that the lies won't hide your flaws   No sense in hiding all of yours   You gave up on your dreams along the way   yeah      [Pre-Chorus]   Good God   you're coming up with reasons   Good God   you're dragging it out   And good God   it's the changing of the seasons      I feel so raped   so follow me down and just
1462,Teenagers,My Chemical Romance,pop,2007,"[Verse 1]   They're gonna clean up your looks with all the lies in the books   To make a citizen out of you      Because they sleep with a gun and keep an eye on you   son   So they can watch all the things you do      Because the drugs never work   they're gonna give you a smirk   'Cause they got methods of keeping you clean      They're gonna rip up your heads   your aspirations to shreds      Another cog in the murder machine         [Chorus]   They said   ""All teenagers scare the living shit out of me      They could care less as long as someone'll bleed""      So darken your clothes or strike a violent pose   Maybe they'll leave you alone   but not me         [Verse 2]   The boys and girls in the clique   the awful names that they stick   You're never gonna fit in much   kid      But if you're troubled and hurt   what you got under your shirt   Will make them pay for the things that they did         [Chorus]   They said   ""All teenagers scare the living shit out of me      They could care less as long as someone'll bleed""      So darken your clothes or strike a violent pose   Maybe they'll leave you alone   but not me   oh   yeah"
1463,Bleed It Out,Linkin Park,metal,2007,[Verse 1: Mike Shinoda]   Yeah   here we go for the hundredth time      Hand grenade pins in every line   Throw 'em up and let something shine   Going out of my fucking mind   Filthy mouth   no excuse   Find a new place to hang this noose   String me up from atop these roofs   Knot it tight so I won't get loose   Truth is   you can stop and stare      Bled myself out and no one cares   Dug the trench out   laid down there   With a shovel up out of reach   somewhere   Yeah   someone pour it in   Make it a dirt dance floor   again   Say your prayers and stomp it out   When they bring that chorus in         [Chorus: Chester Bennington with Mike Shinoda]   I bleed it out   digging deeper just to throw it away   I bleed it out   digging deeper just to throw it away   I bleed it out   digging deeper just to throw it away   Just to throw it away   just to throw it away   I bleed it out         [Verse 2: Mike Shinoda]   Go   stop the show   Choppy words and a sloppy flow   Shotgun opera   lock and load   Cock it back and then watch it go   Mama   help me   I've been cursed   Death is rolling in every verse   Candy paint on his brand new hearse   Can't contain him   he knows he works   Fuck   this hurts   I won't lie   Doesn't matter how hard I try   Half the words don't mean a thing   And I know that I won't be satisfied   So why try ignoring him?      Make it a dirt dance floor again   Say your prayers and stomp it out   When they bring that chorus in
1464,Thnks fr th Mmrs,Fall Out Boy,pop,2007,"[Instrumental Intro]      [Verse 1]   I'm going to make it bend and break      (It sent you to me without wings...)   Say a prayer   but let the good times roll   In case God doesn't show      (Let the good times roll   let the good times roll...)   And I want these words to make things right   But it's the wrongs that make the words come to life      ""Who does he think he is?"" If that's the worst you've got   Better put your fingers back to the keys...         [Chorus]   One night and one more time   Thanks for the memories   even though they weren't so   Great     ""He tastes like you   only sweeter""      One night   yeah   and one more time   Thanks for the memories   thanks for the memories      ""See   he tastes like you   only sweeter""         [Verse 2]   Been looking forward to the future   But my eyesight is going bad   And this crystal ball...   It's always cloudy except for (Except for...)   When you look into the past (Look into the past...)      One night stand...   One night stand off!"
1465,Paralyzer,Finger Eleven,metal,2007,[Verse 1]   I hold on so nervously to me and my drink   I wish it was cooling me   But so far has not been good   it's been shitty   And I feel awkward as I should   This club has got to be the most pretentious thing   Since I thought you and me      [Pre-Chorus]   Well   I am imagining a dark lit place   Or your place or my place         [Chorus]   Well   I'm not paralyzed   but I seem to be struck by you   I wanna make you move because you're standing still   If your body matches what your eyes can do   You'll probably move right through me on my way to you      [Verse 2]   I hold out for one more drink   before I think   I'm looking too desperately   But so far has not been fun   I should just stay home   If one thing really means one   This club will hopefully be closed in three weeks   That would be cool with me
1466,Snow (Hey Oh),Red Hot Chili Peppers,rock,2007,Unknown
1467,Grace Kelly,MIKA,pop,2007,"[Intro]   ""I wanna talk to you.""   ""The last time we talked   Mr. Smith   you reduced me to tears. I promise you it won't happen again.""         [Verse 1]   Do I attract you?   Do I repulse you with my queasy smile?   Am I too dirty? Am I too flirty?   Do I like what you like?      I could be wholesome   I could be loathsome      I guess I'm a little bit shy   Why don't you like me   why don't you like me   Without making me try?         [Pre-Chorus]   I tried to be like Grace Kelly   mm   But all her looks were too sad   ah      So I tried a little Freddie   mm      I've gone identity mad!         [Chorus 1]   I could be brown   I could be blue   I could be violet sky   I could be hurtful   I could be purple   I could be anything you like   Gotta be green   gotta be mean   Gotta be everything more   Why don't you like me? Why don't you like me?   Why don't you walk out the door!         [Hook]   ""Getting angry doesn't solve anything.""         [Verse 2]   How can I help it   how can I help it   How can I help what you think?      Hello my baby   hello my baby   Putting my life on the brink      Why don't you like me   why don't you like me   Why don't you like yourself?   Should I bend over? Should I look older   Just to be put on your shelf?         [Pre-Chorus]   I tried to be like Grace Kelly   mm   But all her looks were too sad   ah      So I tried a little Freddie   mm      I've gone identity mad!         [Chorus 2]   I could be brown   I could be blue   I could be violet sky   I could be hurtful   I could be purple   I could be anything you like   Gotta be green   gotta be mean   Gotta be everything more      Why don't you like me? Why don't you like me?   Walk out the door!      [Bridge]   Say what you want to satisfy yourself      But you only want what everybody else says you should want...   You want         [Chorus 2]   I could be brown   I could be blue   I could be violet sky   I could be hurtful   I could be purple   I could be anything you like      Gotta be green   gotta be mean   Gotta be everything more   Why don't you like me? Why don't you like me?   Walk out the door!      [Chorus 2]   I could be brown   I could be blue   I could be violet sky   I could be hurtful   I could be purple   I could be anything you like"
1468,Brianstorm,Arctic Monkeys,rock,2007,"[Verse 1]   Brian     top marks for not trying      So kind of you to bless us with your effortlessness   We're grateful and so strangely comforted      And I wonder   are you putting us under?   'Cause we can't take our eyes off the t-shirt and ties combination      Well   see you later   innovator         [Verse 2]   Some want to kiss   some want to kick you      There's not a net you couldn't slip through   Or at least that's the impression I get   'cause you're smooth and you're wet      And she's not aware yet   but she's yours   She'll be saying   ""Use me   show me the jacuzzi""      I imagine that it's there on a plate   your whole rendezvous rate   Means that you'll never be frightened to make 'em wait for a while         [Bridge]   I doubt it's your style not to get what you set out to acquire   The eyes are on fire   you are the unforecasted storm         [Verse 3]   (Brian)   Calm   collected and commanding      (Top marks for not trying) You leave the other story standing      With your renditions and jokes   bet there's hundreds of blokes   That have wept 'cause you've stolen their thunder      Are you putting us under?   'Cause we can't take our eyes off the t-shirt and ties combination      Well   see you later   innovator"
